deltaH: 0.312500
0.062500 0.337500 0.998581 
0.062500 0.356250 0.998371 
0.062500 0.375000 0.998144 
0.062500 0.393750 0.997901 
0.062500 0.412500 0.997641 
0.062500 0.431250 0.997364 
0.062500 0.450000 0.997069 
0.062500 0.468750 0.996756 
0.062500 0.487500 0.996425 
0.062500 0.506250 0.996075 
0.062500 0.525000 0.995705 
0.062500 0.543750 0.995316 
0.062500 0.562500 0.994907 
0.062500 0.581250 0.994477 
0.062500 0.600000 0.994026 
0.062500 0.618750 0.993554 
0.062500 0.637500 0.993060 
0.062500 0.656250 0.992543 
0.062500 0.675000 0.992004 
0.062500 0.693750 0.991441 
0.062500 0.712500 0.990853 
0.062500 0.731250 0.990241 
0.062500 0.750000 0.989604 
0.062500 0.768750 0.988941 
0.062500 0.787500 0.988251 
0.062500 0.806250 0.987535 
0.062500 0.825000 0.986790 
0.062500 0.843750 0.986016 
0.062500 0.862500 0.985214 
0.062500 0.881250 0.984381 
0.062500 0.900000 0.983517 
0.062500 0.918750 0.982622 
0.062500 0.937500 0.981694 
0.062500 0.956250 0.980733 
0.062500 0.975000 0.979737 
0.062500 0.993750 0.978705 
0.062500 1.012500 0.977638 
0.062500 1.031250 0.976532 
0.062500 1.050000 0.975389 
0.062500 1.068750 0.974205 
0.062500 1.087500 0.972981 
0.062500 1.106250 0.971714 
0.062500 1.125000 0.970404 
0.062500 1.143750 0.969049 
0.062500 1.162500 0.967647 
0.062500 1.181250 0.966198 
0.062500 1.200000 0.964699 
0.075000 0.018750 0.999933 
0.075000 0.037500 0.999962 
0.075000 0.056250 0.999979 
0.075000 0.075000 0.999985 
0.075000 0.093750 0.999979 
0.075000 0.112500 0.999960 
0.075000 0.131250 0.999929 
0.075000 0.150000 0.999885 
0.075000 0.168750 0.999829 
0.075000 0.187500 0.999759 
0.075000 0.206250 0.999676 
0.075000 0.225000 0.999579 
0.075000 0.243750 0.999468 
0.075000 0.262500 0.999343 
0.075000 0.281250 0.999204 
0.075000 0.300000 0.999049 
0.075000 0.318750 0.998880 
0.075000 0.337500 0.998695 
0.075000 0.356250 0.998494 
0.075000 0.375000 0.998277 
0.075000 0.393750 0.998044 
0.075000 0.412500 0.997794 
0.075000 0.431250 0.997527 
0.075000 0.450000 0.997243 
0.075000 0.468750 0.996941 
0.075000 0.487500 0.996620 
0.075000 0.506250 0.996281 
0.075000 0.525000 0.995923 
0.075000 0.543750 0.995546 
0.075000 0.562500 0.995149 
0.075000 0.581250 0.994731 
0.075000 0.600000 0.994293 
0.075000 0.618750 0.993834 
0.075000 0.637500 0.993353 
0.075000 0.656250 0.992850 
0.075000 0.675000 0.992324 
0.075000 0.693750 0.991775 
0.075000 0.712500 0.991202 
0.075000 0.731250 0.990604 
0.075000 0.750000 0.989982 
0.075000 0.768750 0.989335 
0.075000 0.787500 0.988661 
0.075000 0.806250 0.987960 
0.075000 0.825000 0.987232 
0.075000 0.843750 0.986476 
0.075000 0.862500 0.985691 
0.075000 0.881250 0.984876 
0.075000 0.900000 0.984031 
0.075000 0.918750 0.983155 
0.075000 0.937500 0.982246 
0.075000 0.956250 0.981305 
0.075000 0.975000 0.980330 
0.075000 0.993750 0.979320 
0.075000 1.012500 0.978274 
0.075000 1.031250 0.977191 
0.075000 1.050000 0.976071 
0.075000 1.068750 0.974911 
0.075000 1.087500 0.973712 
0.075000 1.106250 0.972470 
0.075000 1.125000 0.971187 
0.075000 1.143750 0.969859 
0.075000 1.162500 0.968485 
0.075000 1.181250 0.967064 
0.075000 1.200000 0.965595 
0.087500 0.018750 0.999907 
0.087500 0.037500 0.999942 
0.087500 0.056250 0.999967 
0.087500 0.075000 0.999980 
0.087500 0.093750 0.999980 
0.087500 0.112500 0.999969 
0.087500 0.131250 0.999946 
0.087500 0.150000 0.999910 
0.087500 0.168750 0.999861 
0.087500 0.187500 0.999799 
0.087500 0.206250 0.999724 
0.087500 0.225000 0.999635 
0.087500 0.243750 0.999532 
0.087500 0.262500 0.999416 
0.087500 0.281250 0.999285 
0.087500 0.300000 0.999139 
0.087500 0.318750 0.998979 
0.087500 0.337500 0.998803 
0.087500 0.356250 0.998612 
0.087500 0.375000 0.998404 
0.087500 0.393750 0.998181 
0.087500 0.412500 0.997941 
0.087500 0.431250 0.997684 
0.087500 0.450000 0.997410 
0.087500 0.468750 0.997119 
0.087500 0.487500 0.996809 
0.087500 0.506250 0.996481 
0.087500 0.525000 0.996135 
0.087500 0.543750 0.995769 
0.087500 0.562500 0.995383 
0.087500 0.581250 0.994978 
0.087500 0.600000 0.994552 
0.087500 0.618750 0.994106 
0.087500 0.637500 0.993637 
0.087500 0.656250 0.993148 
0.087500 0.675000 0.992635 
0.087500 0.693750 0.992100 
0.087500 0.712500 0.991541 
0.087500 0.731250 0.990959 
0.087500 0.750000 0.990351 
0.087500 0.768750 0.989719 
0.087500 0.787500 0.989061 
0.087500 0.806250 0.988377 
0.087500 0.825000 0.987665 
0.087500 0.843750 0.986926 
0.087500 0.862500 0.986158 
0.087500 0.881250 0.985361 
0.087500 0.900000 0.984534 
0.087500 0.918750 0.983676 
0.087500 0.937500 0.982787 
0.087500 0.956250 0.981866 
0.087500 0.975000 0.980911 
0.087500 0.993750 0.979922 
0.087500 1.012500 0.978897 
0.087500 1.031250 0.977837 
0.087500 1.050000 0.976739 
0.087500 1.068750 0.975603 
0.087500 1.087500 0.974428 
0.087500 1.106250 0.973211 
0.087500 1.125000 0.971953 
0.087500 1.143750 0.970652 
0.087500 1.162500 0.969306 
0.087500 1.181250 0.967914 
0.087500 1.200000 0.966474 
0.100000 0.018750 0.999877 
0.100000 0.037500 0.999919 
0.100000 0.056250 0.999950 
0.100000 0.075000 0.999970 
0.100000 0.093750 0.999978 
0.100000 0.112500 0.999974 
0.100000 0.131250 0.999958 
0.100000 0.150000 0.999929 
0.100000 0.168750 0.999888 
0.100000 0.187500 0.999834 
0.100000 0.206250 0.999766 
0.100000 0.225000 0.999686 
0.100000 0.243750 0.999591 
0.100000 0.262500 0.999483 
0.100000 0.281250 0.999361 
0.100000 0.300000 0.999224 
0.100000 0.318750 0.999072 
0.100000 0.337500 0.998906 
0.100000 0.356250 0.998723 
0.100000 0.375000 0.998526 
0.100000 0.393750 0.998312 
0.100000 0.412500 0.998082 
0.100000 0.431250 0.997835 
0.100000 0.450000 0.997571 
0.100000 0.468750 0.997290 
0.100000 0.487500 0.996991 
0.100000 0.506250 0.996675 
0.100000 0.525000 0.996339 
0.100000 0.543750 0.995985 
0.100000 0.562500 0.995611 
0.100000 0.581250 0.995218 
0.100000 0.600000 0.994804 
0.100000 0.618750 0.994370 
0.100000 0.637500 0.993914 
0.100000 0.656250 0.993438 
0.100000 0.675000 0.992939 
0.100000 0.693750 0.992417 
0.100000 0.712500 0.991872 
0.100000 0.731250 0.991304 
0.100000 0.750000 0.990712 
0.100000 0.768750 0.990094 
0.100000 0.787500 0.989452 
0.100000 0.806250 0.988783 
0.100000 0.825000 0.988088 
0.100000 0.843750 0.987365 
0.100000 0.862500 0.986614 
0.100000 0.881250 0.985835 
0.100000 0.900000 0.985026 
0.100000 0.918750 0.984187 
0.100000 0.937500 0.983316 
0.100000 0.956250 0.982414 
0.100000 0.975000 0.981479 
0.100000 0.993750 0.980511 
0.100000 1.012500 0.979508 
0.100000 1.031250 0.978469 
0.100000 1.050000 0.977394 
0.100000 1.068750 0.976281 
0.100000 1.087500 0.975129 
0.100000 1.106250 0.973937 
0.100000 1.125000 0.972704 
0.100000 1.143750 0.971429 
0.100000 1.162500 0.970110 
0.100000 1.181250 0.968746 
0.100000 1.200000 0.967335 
0.112500 0.018750 0.999843 
0.112500 0.037500 0.999892 
0.112500 0.056250 0.999930 
0.112500 0.075000 0.999956 
0.112500 0.093750 0.999971 
0.112500 0.112500 0.999974 
0.112500 0.131250 0.999965 
0.112500 0.150000 0.999944 
0.112500 0.168750 0.999910 
0.112500 0.187500 0.999864 
0.112500 0.206250 0.999804 
0.112500 0.225000 0.999732 
0.112500 0.243750 0.999645 
0.112500 0.262500 0.999546 
0.112500 0.281250 0.999432 
0.112500 0.300000 0.999303 
0.112500 0.318750 0.999160 
0.112500 0.337500 0.999003 
0.112500 0.356250 0.998830 
0.112500 0.375000 0.998641 
0.112500 0.393750 0.998437 
0.112500 0.412500 0.998217 
0.112500 0.431250 0.997980 
0.112500 0.450000 0.997726 
0.112500 0.468750 0.997456 
0.112500 0.487500 0.997167 
0.112500 0.506250 0.996861 
0.112500 0.525000 0.996537 
0.112500 0.543750 0.996194 
0.112500 0.562500 0.995832 
0.112500 0.581250 0.995450 
0.112500 0.600000 0.995048 
0.112500 0.618750 0.994626 
0.112500 0.637500 0.994184 
0.112500 0.656250 0.993720 
0.112500 0.675000 0.993234 
0.112500 0.693750 0.992726 
0.112500 0.712500 0.992195 
0.112500 0.731250 0.991641 
0.112500 0.750000 0.991063 
0.112500 0.768750 0.990461 
0.112500 0.787500 0.989833 
0.112500 0.806250 0.989180 
0.112500 0.825000 0.988501 
0.112500 0.843750 0.987794 
0.112500 0.862500 0.987060 
0.112500 0.881250 0.986298 
0.112500 0.900000 0.985507 
0.112500 0.918750 0.984686 
0.112500 0.937500 0.983834 
0.112500 0.956250 0.982951 
0.112500 0.975000 0.982036 
0.112500 0.993750 0.981088 
0.112500 1.012500 0.980105 
0.112500 1.031250 0.979088 
0.112500 1.050000 0.978035 
0.112500 1.068750 0.976945 
0.112500 1.087500 0.975816 
0.112500 1.106250 0.974649 
0.112500 1.125000 0.973440 
0.112500 1.143750 0.972191 
0.112500 1.162500 0.970898 
0.112500 1.181250 0.969561 
0.112500 1.200000 0.968178 
0.125000 0.018750 0.999805 
0.125000 0.037500 0.999861 
0.125000 0.056250 0.999905 
0.125000 0.075000 0.999939 
0.125000 0.093750 0.999960 
0.125000 0.112500 0.999970 
0.125000 0.131250 0.999969 
0.125000 0.150000 0.999955 
0.125000 0.168750 0.999928 
0.125000 0.187500 0.999889 
0.125000 0.206250 0.999838 
0.125000 0.225000 0.999773 
0.125000 0.243750 0.999695 
0.125000 0.262500 0.999603 
0.125000 0.281250 0.999497 
0.125000 0.300000 0.999377 
0.125000 0.318750 0.999243 
0.125000 0.337500 0.999094 
0.125000 0.356250 0.998931 
0.125000 0.375000 0.998751 
0.125000 0.393750 0.998557 
0.125000 0.412500 0.998346 
0.125000 0.431250 0.998119 
0.125000 0.450000 0.997875 
0.125000 0.468750 0.997615 
0.125000 0.487500 0.997337 
0.125000 0.506250 0.997041 
0.125000 0.525000 0.996728 
0.125000 0.543750 0.996396 
0.125000 0.562500 0.996045 
0.125000 0.581250 0.995675 
0.125000 0.600000 0.995285 
0.125000 0.618750 0.994876 
0.125000 0.637500 0.994445 
0.125000 0.656250 0.993994 
0.125000 0.675000 0.993521 
0.125000 0.693750 0.993027 
0.125000 0.712500 0.992509 
0.125000 0.731250 0.991969 
0.125000 0.750000 0.991406 
0.125000 0.768750 0.990818 
0.125000 0.787500 0.990205 
0.125000 0.806250 0.989567 
0.125000 0.825000 0.988904 
0.125000 0.843750 0.988214 
0.125000 0.862500 0.987496 
0.125000 0.881250 0.986751 
0.125000 0.900000 0.985977 
0.125000 0.918750 0.985174 
0.125000 0.937500 0.984341 
0.125000 0.956250 0.983477 
0.125000 0.975000 0.982581 
0.125000 0.993750 0.981652 
0.125000 1.012500 0.980691 
0.125000 1.031250 0.979694 
0.125000 1.050000 0.978663 
0.125000 1.068750 0.977595 
0.125000 1.087500 0.976489 
0.125000 1.106250 0.975345 
0.125000 1.125000 0.974162 
0.125000 1.143750 0.972937 
0.125000 1.162500 0.971670 
0.125000 1.181250 0.970360 
0.125000 1.200000 0.969005 
0.137500 0.018750 0.999764 
0.137500 0.037500 0.999826 
0.137500 0.056250 0.999877 
0.137500 0.075000 0.999917 
0.137500 0.093750 0.999945 
0.137500 0.112500 0.999962 
0.137500 0.131250 0.999968 
0.137500 0.150000 0.999961 
0.137500 0.168750 0.999942 
0.137500 0.187500 0.999910 
0.137500 0.206250 0.999866 
0.137500 0.225000 0.999809 
0.137500 0.243750 0.999739 
0.137500 0.262500 0.999655 
0.137500 0.281250 0.999558 
0.137500 0.300000 0.999447 
0.137500 0.318750 0.999321 
0.137500 0.337500 0.999181 
0.137500 0.356250 0.999026 
0.137500 0.375000 0.998856 
0.137500 0.393750 0.998670 
0.137500 0.412500 0.998469 
0.137500 0.431250 0.998252 
0.137500 0.450000 0.998018 
0.137500 0.468750 0.997768 
0.137500 0.487500 0.997500 
0.137500 0.506250 0.997215 
0.137500 0.525000 0.996912 
0.137500 0.543750 0.996591 
0.137500 0.562500 0.996252 
0.137500 0.581250 0.995893 
0.137500 0.600000 0.995515 
0.137500 0.618750 0.995118 
0.137500 0.637500 0.994700 
0.137500 0.656250 0.994261 
0.137500 0.675000 0.993801 
0.137500 0.693750 0.993319 
0.137500 0.712500 0.992816 
0.137500 0.731250 0.992289 
0.137500 0.750000 0.991740 
0.137500 0.768750 0.991166 
0.137500 0.787500 0.990568 
0.137500 0.806250 0.989946 
0.137500 0.825000 0.989298 
0.137500 0.843750 0.988623 
0.137500 0.862500 0.987922 
0.137500 0.881250 0.987194 
0.137500 0.900000 0.986437 
0.137500 0.918750 0.985652 
0.137500 0.937500 0.984836 
0.137500 0.956250 0.983991 
0.137500 0.975000 0.983114 
0.137500 0.993750 0.982205 
0.137500 1.012500 0.981263 
0.137500 1.031250 0.980288 
0.137500 1.050000 0.979277 
0.137500 1.068750 0.978231 
0.137500 1.087500 0.977148 
0.137500 1.106250 0.976028 
0.137500 1.125000 0.974868 
0.137500 1.143750 0.973668 
0.137500 1.162500 0.972427 
0.137500 1.181250 0.971143 
0.137500 1.200000 0.969815 
0.150000 0.018750 0.999719 
0.150000 0.037500 0.999787 
0.150000 0.056250 0.999844 
0.150000 0.075000 0.999891 
0.150000 0.093750 0.999926 
0.150000 0.112500 0.999950 
0.150000 0.131250 0.999962 
0.150000 0.150000 0.999963 
0.150000 0.168750 0.999951 
0.150000 0.187500 0.999927 
0.150000 0.206250 0.999890 
0.150000 0.225000 0.999841 
0.150000 0.243750 0.999779 
0.150000 0.262500 0.999703 
0.150000 0.281250 0.999614 
0.150000 0.300000 0.999511 
0.150000 0.318750 0.999393 
0.150000 0.337500 0.999262 
0.150000 0.356250 0.999116 
0.150000 0.375000 0.998955 
0.150000 0.393750 0.998778 
0.150000 0.412500 0.998587 
0.150000 0.431250 0.998379 
0.150000 0.450000 0.998155 
0.150000 0.468750 0.997914 
0.150000 0.487500 0.997657 
0.150000 0.506250 0.997383 
0.150000 0.525000 0.997090 
0.150000 0.543750 0.996780 
0.150000 0.562500 0.996452 
0.150000 0.581250 0.996105 
0.150000 0.600000 0.995738 
0.150000 0.618750 0.995352 
0.150000 0.637500 0.994947 
0.150000 0.656250 0.994520 
0.150000 0.675000 0.994073 
0.150000 0.693750 0.993604 
0.150000 0.712500 0.993114 
0.150000 0.731250 0.992601 
0.150000 0.750000 0.992065 
0.150000 0.768750 0.991506 
0.150000 0.787500 0.990923 
0.150000 0.806250 0.990315 
0.150000 0.825000 0.989682 
0.150000 0.843750 0.989024 
0.150000 0.862500 0.988339 
0.150000 0.881250 0.987626 
0.150000 0.900000 0.986887 
0.150000 0.918750 0.986118 
0.150000 0.937500 0.985321 
0.150000 0.956250 0.984494 
0.150000 0.975000 0.983636 
0.150000 0.993750 0.982746 
0.150000 1.012500 0.981824 
0.150000 1.031250 0.980869 
0.150000 1.050000 0.979879 
0.150000 1.068750 0.978855 
0.150000 1.087500 0.977794 
0.150000 1.106250 0.976696 
0.150000 1.125000 0.975560 
0.150000 1.143750 0.974384 
0.150000 1.162500 0.973168 
0.150000 1.181250 0.971909 
0.150000 1.200000 0.970608 
0.162500 0.018750 0.999669 
0.162500 0.037500 0.999744 
0.162500 0.056250 0.999808 
0.162500 0.075000 0.999861 
0.162500 0.093750 0.999903 
0.162500 0.112500 0.999934 
0.162500 0.131250 0.999953 
0.162500 0.150000 0.999960 
0.162500 0.168750 0.999956 
0.162500 0.187500 0.999939 
0.162500 0.206250 0.999910 
0.162500 0.225000 0.999868 
0.162500 0.243750 0.999813 
0.162500 0.262500 0.999746 
0.162500 0.281250 0.999664 
0.162500 0.300000 0.999570 
0.162500 0.318750 0.999461 
0.162500 0.337500 0.999338 
0.162500 0.356250 0.999200 
0.162500 0.375000 0.999048 
0.162500 0.393750 0.998881 
0.162500 0.412500 0.998698 
0.162500 0.431250 0.998500 
0.162500 0.450000 0.998286 
0.162500 0.468750 0.998055 
0.162500 0.487500 0.997808 
0.162500 0.506250 0.997544 
0.162500 0.525000 0.997262 
0.162500 0.543750 0.996963 
0.162500 0.562500 0.996645 
0.162500 0.581250 0.996309 
0.162500 0.600000 0.995954 
0.162500 0.618750 0.995580 
0.162500 0.637500 0.995186 
0.162500 0.656250 0.994772 
0.162500 0.675000 0.994337 
0.162500 0.693750 0.993881 
0.162500 0.712500 0.993404 
0.162500 0.731250 0.992904 
0.162500 0.750000 0.992382 
0.162500 0.768750 0.991837 
0.162500 0.787500 0.991268 
0.162500 0.806250 0.990675 
0.162500 0.825000 0.990057 
0.162500 0.843750 0.989414 
0.162500 0.862500 0.988745 
0.162500 0.881250 0.988049 
0.162500 0.900000 0.987326 
0.162500 0.918750 0.986575 
0.162500 0.937500 0.985795 
0.162500 0.956250 0.984986 
0.162500 0.975000 0.984146 
0.162500 0.993750 0.983275 
0.162500 1.012500 0.982373 
0.162500 1.031250 0.981438 
0.162500 1.050000 0.980469 
0.162500 1.068750 0.979465 
0.162500 1.087500 0.978426 
0.162500 1.106250 0.977351 
0.162500 1.125000 0.976238 
0.162500 1.143750 0.975086 
0.162500 1.162500 0.973894 
0.162500 1.181250 0.972661 
0.162500 1.200000 0.971385 
0.175000 0.018750 0.999616 
0.175000 0.037500 0.999697 
0.175000 0.056250 0.999768 
0.175000 0.075000 0.999827 
0.175000 0.093750 0.999876 
0.175000 0.112500 0.999913 
0.175000 0.131250 0.999939 
0.175000 0.150000 0.999953 
0.175000 0.168750 0.999956 
0.175000 0.187500 0.999946 
0.175000 0.206250 0.999925 
0.175000 0.225000 0.999890 
0.175000 0.243750 0.999843 
0.175000 0.262500 0.999783 
0.175000 0.281250 0.999710 
0.175000 0.300000 0.999624 
0.175000 0.318750 0.999523 
0.175000 0.337500 0.999409 
0.175000 0.356250 0.999280 
0.175000 0.375000 0.999136 
0.175000 0.393750 0.998978 
0.175000 0.412500 0.998805 
0.175000 0.431250 0.998616 
0.175000 0.450000 0.998411 
0.175000 0.468750 0.998190 
0.175000 0.487500 0.997953 
0.175000 0.506250 0.997699 
0.175000 0.525000 0.997427 
0.175000 0.543750 0.997139 
0.175000 0.562500 0.996832 
0.175000 0.581250 0.996507 
0.175000 0.600000 0.996163 
0.175000 0.618750 0.995801 
0.175000 0.637500 0.995418 
0.175000 0.656250 0.995016 
0.175000 0.675000 0.994594 
0.175000 0.693750 0.994151 
0.175000 0.712500 0.993686 
0.175000 0.731250 0.993200 
