deltaH: 0.175781
0.006250 0.825000 0.973612 
0.006250 0.834375 0.973039 
0.006250 0.843750 0.972457 
0.006250 0.853125 0.971867 
0.006250 0.862500 0.971267 
0.006250 0.871875 0.970658 
0.006250 0.881250 0.970041 
0.006250 0.890625 0.969414 
0.006250 0.900000 0.968777 
0.006250 0.909375 0.968131 
0.006250 0.918750 0.967475 
0.006250 0.928125 0.966810 
0.006250 0.937500 0.966134 
0.006250 0.946875 0.965449 
0.006250 0.956250 0.964753 
0.006250 0.965625 0.964047 
0.006250 0.975000 0.963330 
0.006250 0.984375 0.962603 
0.006250 0.993750 0.961865 
0.006250 1.003125 0.961116 
0.006250 1.012500 0.960356 
0.006250 1.021875 0.959584 
0.006250 1.031250 0.958801 
0.006250 1.040625 0.958007 
0.006250 1.050000 0.957201 
0.006250 1.059375 0.956383 
0.006250 1.068750 0.955552 
0.006250 1.078125 0.954710 
0.006250 1.087500 0.953854 
0.006250 1.096875 0.952987 
0.006250 1.106250 0.952106 
0.006250 1.115625 0.951212 
0.006250 1.125000 0.950305 
0.006250 1.134375 0.949384 
0.006250 1.143750 0.948449 
0.006250 1.153125 0.947501 
0.006250 1.162500 0.946538 
0.006250 1.171875 0.945561 
0.006250 1.181250 0.944569 
0.006250 1.190625 0.943562 
0.006250 1.200000 0.942540 
0.012500 0.009375 0.999039 
0.012500 0.018750 0.998953 
0.012500 0.028125 0.998864 
0.012500 0.037500 0.998771 
0.012500 0.046875 0.998674 
0.012500 0.056250 0.998574 
0.012500 0.065625 0.998470 
0.012500 0.075000 0.998363 
0.012500 0.084375 0.998252 
0.012500 0.093750 0.998137 
0.012500 0.103125 0.998018 
0.012500 0.112500 0.997896 
0.012500 0.121875 0.997769 
0.012500 0.131250 0.997639 
0.012500 0.140625 0.997505 
0.012500 0.150000 0.997366 
0.012500 0.159375 0.997224 
0.012500 0.168750 0.997078 
0.012500 0.178125 0.996927 
0.012500 0.187500 0.996773 
0.012500 0.196875 0.996614 
0.012500 0.206250 0.996452 
0.012500 0.215625 0.996285 
0.012500 0.225000 0.996113 
0.012500 0.234375 0.995937 
0.012500 0.243750 0.995758 
0.012500 0.253125 0.995573 
0.012500 0.262500 0.995384 
0.012500 0.271875 0.995191 
0.012500 0.281250 0.994993 
0.012500 0.290625 0.994791 
0.012500 0.300000 0.994584 
0.012500 0.309375 0.994372 
0.012500 0.318750 0.994156 
0.012500 0.328125 0.993935 
0.012500 0.337500 0.993709 
0.012500 0.346875 0.993478 
0.012500 0.356250 0.993242 
0.012500 0.365625 0.993002 
0.012500 0.375000 0.992756 
0.012500 0.384375 0.992506 
0.012500 0.393750 0.992250 
0.012500 0.403125 0.991989 
0.012500 0.412500 0.991723 
0.012500 0.421875 0.991452 
0.012500 0.431250 0.991176 
0.012500 0.440625 0.990894 
0.012500 0.450000 0.990606 
0.012500 0.459375 0.990314 
0.012500 0.468750 0.990015 
0.012500 0.478125 0.989712 
0.012500 0.487500 0.989402 
0.012500 0.496875 0.989087 
0.012500 0.506250 0.988766 
0.012500 0.515625 0.988439 
0.012500 0.525000 0.988107 
0.012500 0.534375 0.987768 
0.012500 0.543750 0.987424 
0.012500 0.553125 0.987073 
0.012500 0.562500 0.986717 
0.012500 0.571875 0.986354 
0.012500 0.581250 0.985985 
0.012500 0.590625 0.985609 
0.012500 0.600000 0.985228 
0.012500 0.609375 0.984839 
0.012500 0.618750 0.984444 
0.012500 0.628125 0.984043 
0.012500 0.637500 0.983635 
0.012500 0.646875 0.983220 
0.012500 0.656250 0.982798 
0.012500 0.665625 0.982370 
0.012500 0.675000 0.981934 
0.012500 0.684375 0.981491 
0.012500 0.693750 0.981042 
0.012500 0.703125 0.980584 
0.012500 0.712500 0.980120 
0.012500 0.721875 0.979648 
0.012500 0.731250 0.979169 
0.012500 0.740625 0.978682 
0.012500 0.750000 0.978188 
0.012500 0.759375 0.977685 
0.012500 0.768750 0.977175 
0.012500 0.778125 0.976657 
0.012500 0.787500 0.976131 
0.012500 0.796875 0.975597 
0.012500 0.806250 0.975054 
0.012500 0.815625 0.974503 
0.012500 0.825000 0.973944 
0.012500 0.834375 0.973376 
0.012500 0.843750 0.972800 
0.012500 0.853125 0.972214 
0.012500 0.862500 0.971620 
0.012500 0.871875 0.971017 
0.012500 0.881250 0.970405 
0.012500 0.890625 0.969783 
0.012500 0.900000 0.969152 
0.012500 0.909375 0.968512 
0.012500 0.918750 0.967862 
0.012500 0.928125 0.967202 
0.012500 0.937500 0.966533 
0.012500 0.946875 0.965853 
0.012500 0.956250 0.965163 
0.012500 0.965625 0.964464 
0.012500 0.975000 0.963753 
0.012500 0.984375 0.963032 
0.012500 0.993750 0.962301 
0.012500 1.003125 0.961558 
0.012500 1.012500 0.960805 
0.012500 1.021875 0.960040 
0.012500 1.031250 0.959264 
0.012500 1.040625 0.958476 
0.012500 1.050000 0.957677 
0.012500 1.059375 0.956866 
0.012500 1.068750 0.956043 
0.012500 1.078125 0.955208 
0.012500 1.087500 0.954360 
0.012500 1.096875 0.953500 
0.012500 1.106250 0.952627 
0.012500 1.115625 0.951741 
0.012500 1.125000 0.950842 
0.012500 1.134375 0.949929 
0.012500 1.143750 0.949003 
0.012500 1.153125 0.948063 
0.012500 1.162500 0.947109 
0.012500 1.171875 0.946140 
0.012500 1.181250 0.945157 
0.012500 1.190625 0.944159 
0.012500 1.200000 0.943146 
0.018750 0.009375 0.999085 
0.018750 0.018750 0.999002 
0.018750 0.028125 0.998914 
0.018750 0.037500 0.998824 
0.018750 0.046875 0.998729 
0.018750 0.056250 0.998631 
0.018750 0.065625 0.998530 
0.018750 0.075000 0.998424 
0.018750 0.084375 0.998315 
0.018750 0.093750 0.998202 
0.018750 0.103125 0.998086 
0.018750 0.112500 0.997966 
0.018750 0.121875 0.997842 
0.018750 0.131250 0.997713 
0.018750 0.140625 0.997582 
0.018750 0.150000 0.997446 
0.018750 0.159375 0.997306 
0.018750 0.168750 0.997162 
0.018750 0.178125 0.997014 
0.018750 0.187500 0.996862 
0.018750 0.196875 0.996706 
0.018750 0.206250 0.996545 
0.018750 0.215625 0.996381 
0.018750 0.225000 0.996212 
0.018750 0.234375 0.996039 
0.018750 0.243750 0.995862 
0.018750 0.253125 0.995680 
0.018750 0.262500 0.995494 
0.018750 0.271875 0.995303 
0.018750 0.281250 0.995108 
0.018750 0.290625 0.994908 
0.018750 0.300000 0.994704 
0.018750 0.309375 0.994495 
0.018750 0.318750 0.994281 
0.018750 0.328125 0.994063 
0.018750 0.337500 0.993840 
0.018750 0.346875 0.993612 
0.018750 0.356250 0.993379 
0.018750 0.365625 0.993142 
0.018750 0.375000 0.992899 
0.018750 0.384375 0.992652 
0.018750 0.393750 0.992399 
0.018750 0.403125 0.992141 
0.018750 0.412500 0.991878 
0.018750 0.421875 0.991610 
0.018750 0.431250 0.991337 
0.018750 0.440625 0.991058 
0.018750 0.450000 0.990774 
0.018750 0.459375 0.990484 
0.018750 0.468750 0.990189 
0.018750 0.478125 0.989889 
0.018750 0.487500 0.989583 
0.018750 0.496875 0.989271 
0.018750 0.506250 0.988954 
0.018750 0.515625 0.988630 
0.018750 0.525000 0.988301 
0.018750 0.534375 0.987966 
0.018750 0.543750 0.987626 
0.018750 0.553125 0.987279 
0.018750 0.562500 0.986925 
0.018750 0.571875 0.986566 
0.018750 0.581250 0.986201 
0.018750 0.590625 0.985829 
0.018750 0.600000 0.985451 
0.018750 0.609375 0.985067 
0.018750 0.618750 0.984676 
0.018750 0.628125 0.984278 
0.018750 0.637500 0.983874 
0.018750 0.646875 0.983463 
0.018750 0.656250 0.983046 
0.018750 0.665625 0.982621 
0.018750 0.675000 0.982190 
0.018750 0.684375 0.981751 
0.018750 0.693750 0.981306 
0.018750 0.703125 0.980853 
0.018750 0.712500 0.980393 
0.018750 0.721875 0.979925 
0.018750 0.731250 0.979451 
0.018750 0.740625 0.978968 
0.018750 0.750000 0.978478 
0.018750 0.759375 0.977981 
0.018750 0.768750 0.977475 
0.018750 0.778125 0.976962 
0.018750 0.787500 0.976440 
0.018750 0.796875 0.975911 
0.018750 0.806250 0.975373 
0.018750 0.815625 0.974827 
0.018750 0.825000 0.974273 
0.018750 0.834375 0.973710 
0.018750 0.843750 0.973139 
0.018750 0.853125 0.972559 
0.018750 0.862500 0.971970 
0.018750 0.871875 0.971372 
0.018750 0.881250 0.970765 
0.018750 0.890625 0.970149 
0.018750 0.900000 0.969524 
0.018750 0.909375 0.968889 
0.018750 0.918750 0.968245 
0.018750 0.928125 0.967591 
0.018750 0.937500 0.966928 
0.018750 0.946875 0.966254 
0.018750 0.956250 0.965570 
0.018750 0.965625 0.964877 
0.018750 0.975000 0.964172 
0.018750 0.984375 0.963458 
0.018750 0.993750 0.962733 
0.018750 1.003125 0.961997 
0.018750 1.012500 0.961250 
0.018750 1.021875 0.960492 
0.018750 1.031250 0.959722 
0.018750 1.040625 0.958942 
0.018750 1.050000 0.958150 
0.018750 1.059375 0.957346 
0.018750 1.068750 0.956530 
0.018750 1.078125 0.955702 
0.018750 1.087500 0.954862 
0.018750 1.096875 0.954009 
0.018750 1.106250 0.953144 
0.018750 1.115625 0.952265 
0.018750 1.125000 0.951374 
0.018750 1.134375 0.950469 
0.018750 1.143750 0.949551 
0.018750 1.153125 0.948620 
0.018750 1.162500 0.947674 
0.018750 1.171875 0.946714 
0.018750 1.181250 0.945740 
0.018750 1.190625 0.944751 
0.018750 1.200000 0.943747 
0.025000 0.009375 0.999131 
0.025000 0.018750 0.999049 
0.025000 0.028125 0.998964 
0.025000 0.037500 0.998875 
0.025000 0.046875 0.998783 
0.025000 0.056250 0.998687 
0.025000 0.065625 0.998587 
0.025000 0.075000 0.998484 
0.025000 0.084375 0.998377 
0.025000 0.093750 0.998267 
0.025000 0.103125 0.998153 
0.025000 0.112500 0.998034 
0.025000 0.121875 0.997913 
0.025000 0.131250 0.997787 
0.025000 0.140625 0.997657 
0.025000 0.150000 0.997524 
0.025000 0.159375 0.997386 
0.025000 0.168750 0.997245 
0.025000 0.178125 0.997099 
0.025000 0.187500 0.996949 
0.025000 0.196875 0.996796 
0.025000 0.206250 0.996638 
0.025000 0.215625 0.996476 
0.025000 0.225000 0.996309 
0.025000 0.234375 0.996139 
0.025000 0.243750 0.995964 
0.025000 0.253125 0.995785 
0.025000 0.262500 0.995601 
0.025000 0.271875 0.995413 
0.025000 0.281250 0.995221 
0.025000 0.290625 0.995024 
0.025000 0.300000 0.994822 
0.025000 0.309375 0.994616 
0.025000 0.318750 0.994405 
0.025000 0.328125 0.994190 
0.025000 0.337500 0.993970 
0.025000 0.346875 0.993745 
0.025000 0.356250 0.993515 
0.025000 0.365625 0.993280 
0.025000 0.375000 0.993040 
0.025000 0.384375 0.992796 
0.025000 0.393750 0.992546 
0.025000 0.403125 0.992291 
0.025000 0.412500 0.992031 
0.025000 0.421875 0.991766 
0.025000 0.431250 0.991496 
0.025000 0.440625 0.991221 
0.025000 0.450000 0.990940 
0.025000 0.459375 0.990653 
0.025000 0.468750 0.990362 
0.025000 0.478125 0.990064 
0.025000 0.487500 0.989762 
0.025000 0.496875 0.989453 
0.025000 0.506250 0.989139 
0.025000 0.515625 0.988819 
0.025000 0.525000 0.988494 
0.025000 0.534375 0.988162 
0.025000 0.543750 0.987825 
0.025000 0.553125 0.987481 
0.025000 0.562500 0.987132 
0.025000 0.571875 0.986777 
0.025000 0.581250 0.986415 
0.025000 0.590625 0.986047 
0.025000 0.600000 0.985673 
0.025000 0.609375 0.985292 
0.025000 0.618750 0.984905 
0.025000 0.628125 0.984511 
0.025000 0.637500 0.984111 
0.025000 0.646875 0.983704 
0.025000 0.656250 0.983291 
0.025000 0.665625 0.982870 
0.025000 0.675000 0.982443 
0.025000 0.684375 0.982008 
0.025000 0.693750 0.981567 
0.025000 0.703125 0.981119 
0.025000 0.712500 0.980663 
0.025000 0.721875 0.980200 
0.025000 0.731250 0.979729 
0.025000 0.740625 0.979252 
0.025000 0.750000 0.978766 
0.025000 0.759375 0.978273 
0.025000 0.768750 0.977772 
0.025000 0.778125 0.977264 
0.025000 0.787500 0.976747 
0.025000 0.796875 0.976222 
0.025000 0.806250 0.975690 
0.025000 0.815625 0.975149 
0.025000 0.825000 0.974599 
0.025000 0.834375 0.974042 
0.025000 0.843750 0.973475 
0.025000 0.853125 0.972901 
0.025000 0.862500 0.972317 
0.025000 0.871875 0.971724 
0.025000 0.881250 0.971123 
0.025000 0.890625 0.970512 
0.025000 0.900000 0.969893 
0.025000 0.909375 0.969264 
0.025000 0.918750 0.968625 
0.025000 0.928125 0.967977 
0.025000 0.937500 0.967319 
0.025000 0.946875 0.966651 
0.025000 0.956250 0.965974 
0.025000 0.965625 0.965286 
0.025000 0.975000 0.964588 
0.025000 0.984375 0.963880 
0.025000 0.993750 0.963161 
0.025000 1.003125 0.962431 
0.025000 1.012500 0.961691 
0.025000 1.021875 0.960939 
0.025000 1.031250 0.960177 
0.025000 1.040625 0.959403 
0.025000 1.050000 0.958618 
0.025000 1.059375 0.957821 
0.025000 1.068750 0.957012 
0.025000 1.078125 0.956191 
0.025000 1.087500 0.955359 
0.025000 1.096875 0.954513 
0.025000 1.106250 0.953656 
0.025000 1.115625 0.952785 
0.025000 1.125000 0.951901 
0.025000 1.134375 0.951005 
0.025000 1.143750 0.950095 
0.025000 1.153125 0.949171 
0.025000 1.162500 0.948234 
0.025000 1.171875 0.947282 
0.025000 1.181250 0.946317 
0.025000 1.190625 0.945337 
0.025000 1.200000 0.944342 
0.031250 0.009375 0.999175 
0.031250 0.018750 0.999095 
0.031250 0.028125 0.999012 
0.031250 0.037500 0.998925 
0.031250 0.046875 0.998835 
0.031250 0.056250 0.998741 
0.031250 0.065625 0.998644 
0.031250 0.075000 0.998543 
0.031250 0.084375 0.998438 
0.031250 0.093750 0.998330 
0.031250 0.103125 0.998218 
0.031250 0.112500 0.998102 
0.031250 0.121875 0.997982 
0.031250 0.131250 0.997859 
0.031250 0.140625 0.997731 
0.031250 0.150000 0.997600 
0.031250 0.159375 0.997465 
0.031250 0.168750 0.997326 
0.031250 0.178125 0.997183 
0.031250 0.187500 0.997036 
0.031250 0.196875 0.996884 
0.031250 0.206250 0.996729 
0.031250 0.215625 0.996569 
0.031250 0.225000 0.996405 
0.031250 0.234375 0.996237 
0.031250 0.243750 0.996065 
0.031250 0.253125 0.995888 
0.031250 0.262500 0.995707 
0.031250 0.271875 0.995522 
0.031250 0.281250 0.995332 
0.031250 0.290625 0.995138 
0.031250 0.300000 0.994939 
0.031250 0.309375 0.994736 
0.031250 0.318750 0.994528 
0.031250 0.328125 0.994315 
0.031250 0.337500 0.994097 
0.031250 0.346875 0.993875 
0.031250 0.356250 0.993648 
0.031250 0.365625 0.993416 
0.031250 0.375000 0.993180 
0.031250 0.384375 0.992938 
0.031250 0.393750 0.992691 
0.031250 0.403125 0.992439 
0.031250 0.412500 0.992183 
0.031250 0.421875 0.991921 
0.031250 0.431250 0.991653 
0.031250 0.440625 0.991381 
0.031250 0.450000 0.991103 
0.031250 0.459375 0.990820 
0.031250 0.468750 0.990532 
0.031250 0.478125 0.990238 
0.031250 0.487500 0.989938 
0.031250 0.496875 0.989633 
0.031250 0.506250 0.989323 
0.031250 0.515625 0.989006 
0.031250 0.525000 0.988684 
0.031250 0.534375 0.988356 
0.031250 0.543750 0.988022 
0.031250 0.553125 0.987682 
0.031250 0.562500 0.987337 
0.031250 0.571875 0.986985 
0.031250 0.581250 0.986627 
0.031250 0.590625 0.986262 
0.031250 0.600000 0.985892 
0.031250 0.609375 0.985515 
0.031250 0.618750 0.985132 
0.031250 0.628125 0.984742 
0.031250 0.637500 0.984346 
0.031250 0.646875 0.983943 
0.031250 0.656250 0.983533 
0.031250 0.665625 0.983117 
0.031250 0.675000 0.982693 
0.031250 0.684375 0.982263 
0.031250 0.693750 0.981826 
0.031250 0.703125 0.981382 
0.031250 0.712500 0.980930 
0.031250 0.721875 0.980472 
0.031250 0.731250 0.980006 
0.031250 0.740625 0.979532 
0.031250 0.750000 0.979051 
0.031250 0.759375 0.978563 
0.031250 0.768750 0.978067 
0.031250 0.778125 0.977563 
0.031250 0.787500 0.977051 
0.031250 0.796875 0.976531 
0.031250 0.806250 0.976003 
0.031250 0.815625 0.975467 
0.031250 0.825000 0.974923 
0.031250 0.834375 0.974370 
0.031250 0.843750 0.973809 
0.031250 0.853125 0.973239 
0.031250 0.862500 0.972661 
0.031250 0.871875 0.972073 
0.031250 0.881250 0.971477 
0.031250 0.890625 0.970872 
0.031250 0.900000 0.970258 
0.031250 0.909375 0.969634 
0.031250 0.918750 0.969001 
0.031250 0.928125 0.968359 
0.031250 0.937500 0.967707 
0.031250 0.946875 0.967045 
0.031250 0.956250 0.966373 
0.031250 0.965625 0.965692 
0.031250 0.975000 0.965000 
0.031250 0.984375 0.964298 
0.031250 0.993750 0.963585 
0.031250 1.003125 0.962862 
0.031250 1.012500 0.962128 
0.031250 1.021875 0.961383 
0.031250 1.031250 0.960627 
0.031250 1.040625 0.959860 
0.031250 1.050000 0.959082 
0.031250 1.059375 0.958292 
0.031250 1.068750 0.957490 
0.031250 1.078125 0.956677 
0.031250 1.087500 0.955851 
0.031250 1.096875 0.955013 
0.031250 1.106250 0.954163 
0.031250 1.115625 0.953300 
0.031250 1.125000 0.952424 
0.031250 1.134375 0.951536 
0.031250 1.143750 0.950634 
0.031250 1.153125 0.949718 
0.031250 1.162500 0.948789 
0.031250 1.171875 0.947846 
0.031250 1.181250 0.946889 
0.031250 1.190625 0.945918 
0.031250 1.200000 0.944931 
0.037500 0.009375 0.999217 
0.037500 0.018750 0.999140 
0.037500 0.028125 0.999058 
0.037500 0.037500 0.998974 
0.037500 0.046875 0.998886 
0.037500 0.056250 0.998794 
0.037500 0.065625 0.998699 
0.037500 0.075000 0.998600 
0.037500 0.084375 0.998498 
0.037500 0.093750 0.998391 
0.037500 0.103125 0.998282 
0.037500 0.112500 0.998168 
0.037500 0.121875 0.998051 
0.037500 0.131250 0.997929 
0.037500 0.140625 0.997804 
0.037500 0.150000 0.997675 
0.037500 0.159375 0.997543 
0.037500 0.168750 0.997406 
0.037500 0.178125 0.997265 
0.037500 0.187500 0.997120 
0.037500 0.196875 0.996971 
0.037500 0.206250 0.996818 
0.037500 0.215625 0.996661 
0.037500 0.225000 0.996500 
0.037500 0.234375 0.996334 
0.037500 0.243750 0.996165 
0.037500 0.253125 0.995990 
0.037500 0.262500 0.995812 
0.037500 0.271875 0.995629 
0.037500 0.281250 0.995442 
0.037500 0.290625 0.995250 
0.037500 0.300000 0.995054 
0.037500 0.309375 0.994853 
0.037500 0.318750 0.994648 
0.037500 0.328125 0.994438 
0.037500 0.337500 0.994223 
0.037500 0.346875 0.994004 
0.037500 0.356250 0.993780 
0.037500 0.365625 0.993551 
0.037500 0.375000 0.993317 
0.037500 0.384375 0.993078 
0.037500 0.393750 0.992835 
0.037500 0.403125 0.992586 
0.037500 0.412500 0.992332 
0.037500 0.421875 0.992073 
0.037500 0.431250 0.991809 
0.037500 0.440625 0.991540 
0.037500 0.450000 0.991265 
0.037500 0.459375 0.990985 
0.037500 0.468750 0.990700 
0.037500 0.478125 0.990409 
0.037500 0.487500 0.990113 
0.037500 0.496875 0.989811 
0.037500 0.506250 0.989504 
0.037500 0.515625 0.989191 
0.037500 0.525000 0.988872 
0.037500 0.534375 0.988548 
0.037500 0.543750 0.988217 
0.037500 0.553125 0.987881 
0.037500 0.562500 0.987539 
0.037500 0.571875 0.987191 
0.037500 0.581250 0.986836 
0.037500 0.590625 0.986475 
0.037500 0.600000 0.986109 
0.037500 0.609375 0.985736 
0.037500 0.618750 0.985356 
0.037500 0.628125 0.984970 
0.037500 0.637500 0.984578 
0.037500 0.646875 0.984179 
0.037500 0.656250 0.983773 
0.037500 0.665625 0.983361 
0.037500 0.675000 0.982942 
0.037500 0.684375 0.982516 
0.037500 0.693750 0.982083 
0.037500 0.703125 0.981643 
0.037500 0.712500 0.981195 
0.037500 0.721875 0.980741 
0.037500 0.731250 0.980279 
0.037500 0.740625 0.979810 
0.037500 0.750000 0.979334 
0.037500 0.759375 0.978850 
0.037500 0.768750 0.978358 
0.037500 0.778125 0.977859 
0.037500 0.787500 0.977352 
0.037500 0.796875 0.976837 
0.037500 0.806250 0.976313 
0.037500 0.815625 0.975782 
0.037500 0.825000 0.975243 
0.037500 0.834375 0.974695 
0.037500 0.843750 0.974139 
0.037500 0.853125 0.973574 
0.037500 0.862500 0.973001 
0.037500 0.871875 0.972419 
0.037500 0.881250 0.971828 
0.037500 0.890625 0.971229 
0.037500 0.900000 0.970620 
0.037500 0.909375 0.970002 
0.037500 0.918750 0.969374 
0.037500 0.928125 0.968738 
0.037500 0.937500 0.968091 
0.037500 0.946875 0.967436 
0.037500 0.956250 0.966770 
0.037500 0.965625 0.966094 
0.037500 0.975000 0.965408 
0.037500 0.984375 0.964712 
0.037500 0.993750 0.964006 
0.037500 1.003125 0.963289 
0.037500 1.012500 0.962561 
0.037500 1.021875 0.961823 
0.037500 1.031250 0.961074 
0.037500 1.040625 0.960314 
0.037500 1.050000 0.959542 
0.037500 1.059375 0.958759 
0.037500 1.068750 0.957964 
0.037500 1.078125 0.957158 
0.037500 1.087500 0.956339 
0.037500 1.096875 0.955509 
0.037500 1.106250 0.954666 
0.037500 1.115625 0.953811 
0.037500 1.125000 0.952943 
0.037500 1.134375 0.952062 
0.037500 1.143750 0.951168 
0.037500 1.153125 0.950260 
0.037500 1.162500 0.949339 
0.037500 1.171875 0.948405 
0.037500 1.181250 0.947456 
0.037500 1.190625 0.946493 
0.037500 1.200000 0.945516 
0.043750 0.009375 0.999259 
0.043750 0.018750 0.999183 
0.043750 0.028125 0.999104 
0.043750 0.037500 0.999022 
0.043750 0.046875 0.998935 
0.043750 0.056250 0.998846 
0.043750 0.065625 0.998753 
0.043750 0.075000 0.998656 
0.043750 0.084375 0.998556 
0.043750 0.093750 0.998452 
0.043750 0.103125 0.998344 
0.043750 0.112500 0.998233 
0.043750 0.121875 0.998118 
0.043750 0.131250 0.997999 
0.043750 0.140625 0.997876 
0.043750 0.150000 0.997749 
0.043750 0.159375 0.997619 
0.043750 0.168750 0.997484 
0.043750 0.178125 0.997346 
0.043750 0.187500 0.997203 
0.043750 0.196875 0.997057 
0.043750 0.206250 0.996906 
0.043750 0.215625 0.996752 
0.043750 0.225000 0.996593 
0.043750 0.234375 0.996430 
0.043750 0.243750 0.996263 
0.043750 0.253125 0.996091 
0.043750 0.262500 0.995915 
0.043750 0.271875 0.995735 
0.043750 0.281250 0.995550 
0.043750 0.290625 0.995361 
0.043750 0.300000 0.995168 
0.043750 0.309375 0.994970 
0.043750 0.318750 0.994767 
0.043750 0.328125 0.994560 
0.043750 0.337500 0.994348 
0.043750 0.346875 0.994132 
0.043750 0.356250 0.993910 
0.043750 0.365625 0.993684 
0.043750 0.375000 0.993453 
0.043750 0.384375 0.993217 
0.043750 0.393750 0.992976 
0.043750 0.403125 0.992731 
0.043750 0.412500 0.992480 
0.043750 0.421875 0.992224 
0.043750 0.431250 0.991963 
0.043750 0.440625 0.991697 
0.043750 0.450000 0.991425 
0.043750 0.459375 0.991149 
0.043750 0.468750 0.990866 
0.043750 0.478125 0.990579 
0.043750 0.487500 0.990286 
0.043750 0.496875 0.989988 
0.043750 0.506250 0.989684 
0.043750 0.515625 0.989374 
0.043750 0.525000 0.989058 
0.043750 0.534375 0.988737 
0.043750 0.543750 0.988410 
0.043750 0.553125 0.988078 
0.043750 0.562500 0.987739 
0.043750 0.571875 0.987394 
0.043750 0.581250 0.987043 
0.043750 0.590625 0.986687 
0.043750 0.600000 0.986323 
0.043750 0.609375 0.985954 
0.043750 0.618750 0.985578 
0.043750 0.628125 0.985196 
0.043750 0.637500 0.984808 
0.043750 0.646875 0.984413 
0.043750 0.656250 0.984011 
0.043750 0.665625 0.983603 
0.043750 0.675000 0.983188 
0.043750 0.684375 0.982766 
0.043750 0.693750 0.982337 
0.043750 0.703125 0.981901 
0.043750 0.712500 0.981458 
0.043750 0.721875 0.981008 
0.043750 0.731250 0.980551 
0.043750 0.740625 0.980086 
0.043750 0.750000 0.979614 
0.043750 0.759375 0.979134 
0.043750 0.768750 0.978647 
0.043750 0.778125 0.978152 
0.043750 0.787500 0.977650 
0.043750 0.796875 0.977140 
0.043750 0.806250 0.976621 
0.043750 0.815625 0.976095 
0.043750 0.825000 0.975560 
0.043750 0.834375 0.975018 
0.043750 0.843750 0.974466 
0.043750 0.853125 0.973907 
0.043750 0.862500 0.973339 
0.043750 0.871875 0.972762 
0.043750 0.881250 0.972176 
0.043750 0.890625 0.971582 
0.043750 0.900000 0.970979 
0.043750 0.909375 0.970366 
0.043750 0.918750 0.969744 
0.043750 0.928125 0.969113 
0.043750 0.937500 0.968472 
0.043750 0.946875 0.967822 
0.043750 0.956250 0.967162 
0.043750 0.965625 0.966493 
